sentiment;content
1;That's a great question. Last year, a role opened up and I applied for it, but the company ultimately hired someone from outside. When I asked for feedback from interviewers, they told me they thought the role called for someone with a higher level of database experience. Since then, I took a class and earned a certification
1;Well, that's one of the reasons I'm looking for new opportunities. Company ABC is a small company, and the organizational structure is flat. That’s been beneficial for me as an employee, since I was able to learn a lot and expand my responsibilities beyond the formal definition of my role. But now, I'm ready to work at role XYZ, and after discussions with the company CEO, it's clear that I'll have to work elsewhere in order to hit that career milestone.
0;He shows himself to be a person who does not want to work with others.
1;My colleagues would say that I am very optimistic, as I see setbacks as opportunities to learn and grow. There is always a creative solution to a problem, and I love searching for it. One instance that comes to mind was when colleagues from my last job were upset about budget cuts to our department, and I devised a few clever ways to maintain some of our resources on a shoestring budget. They ended up being implemented
1;I’ve been told that I am both a strong leader and a team player. In fact, one colleague offered to write me a personal letter of reference at one point because of my strong team leadership. He was impressed by my ability to effectively lead a group of colleagues while also listening to and considering everyone’s input as we determined the best plan of action for this new company initiative
1;I can be flexible when it comes to my work environment. From your website, it looks like the environment in the engineering department here at RRS is fast-paced and structured to expand production. I enjoy working in an area experiencing rapid growth, and I think this kind of environment is conducive to new ideas and applications
1;I have worked in many types of environments and enjoyed learning new things from each. I would say that while I don’t prefer a particular environment, I really like working with people who are committed to getting things done and who are passionate about their work
1;I enjoy working in an environment where the members of the team have a strong sense of camaraderie and a good work ethic. I like working with competent, kind, funny people who like to get things done. It’s important to me to feel that I can trust my team members to always do their best because I do
1;I define success in different ways. At work, it is meeting the goals set by my supervisors and my fellow workers. It is my understanding, from talking to a few of your other employees, that the GGR company is recognized not only for rewarding success but also for giving employees opportunities to grow. After work, I enjoy playing softball, so success on the field is catching a pop fly to win the game
1;For me, success is about doing my job well. I want to be recognized as someone who always does her best and tries her hardest to achieve her goals
1;I evaluate success based not only on my work but also on the work of my team. In order for me to be considered successful, the team needs to achieve both our individual and our team goals
1;I tend to view success incrementally. As someone who is invigorated by new, complex challenges, I never want to find myself in a situation where I feel as if there is nothing left to learn or achieve. If, over the course of my employment, I can leave work each evening satisfied that I’ve learned something new or useful, this counts as success to me
1;Success, for me, will always be about making a difference in other people’s lives. If I know that at the end of the day my work has helped someone find a job or feed their family or turn their life around, then I sleep well at night and wake up eager to start work all over again the next day.
1;Decisions I have to make within a team are difficult, only because these decisions take more time and require deliberate communication between team members. For example, I was working on a team project, and my colleagues and I had to make a number of choices about how to use our limited budget. Because these decisions involved group conversations, our team learned how to communicate effectively with one another, and I believe we ultimately made the best decisions for the team
1;As a manager, the most difficult decisions I make involve layoffs. Before making those tough decisions, I always think carefully about what is best for the business and my employees. While I don’t relish making those kinds of choices, I don’t shy away from this part of my job. A few years ago, I had to let some employees go due to the economic climate. It was a hard decision that was ultimately necessary for the good of the company and everyone working for the organization
1;I find that the hardest decision I have to make is when I have to choose between strong team members for a promotion. There have been occasions when, even though I liked one person better than another, I nonetheless had to choose the other person based on their potential to assume the responsibilities of their new role. Sometimes I also had to promote younger employees over staff with seniority, simply because they were more skilled in the use of technology and more willing to work overtime. It’s never easy, but ultimately you have to think about who will be the most effective and productive in the new position.
1;When I was working on a software implementation team at ABC Company, we took over another company and had to transition many clients to a new product in a short amount of time. It took a lot of planning, time, hard work, and effort, but we were able to complete the project in a timely manner.
1;When Judy was on maternity leave, I took over servicing her clients as well as my own. It was a good challenge to ensure they got the same amount of attention from our company as when both of us were on the job. At times when we had increased demands, I brought in George from accounting to assist in calls and tasks to ensure everyone got good service
1;'ve learned from each boss I've had. From the good ones, what to do, and from the challenging ones, what not to do.
1;My best boss was a manager who enabled me to take on more responsibility as I progressed in my job. I've had other bosses with a more hands-off management style, but I appreciated the interaction with the first manager I mentioned.
1;My best boss was a woman who showed me the importance of suggestive selling. She was able to show a customer the perfect accessories to go with an outfitwithout being pushy, and taught me to increase my selling abilities tremendously.
1;My worst boss was a man who provided very little feedback about my performance. I was able to improve communication by providing unsolicited weekly status reports on my projects. Eventually, he furnished some feedback and constructive criticism to these reports and I knew better where I stood.
1;My ideal boss would encourage clear communication between herself and her employees. I believe that communication—in person, as well as via phone and email—is critical to a successful relationship between an employer and employee.
1;I've worked under employers with a variety of management styles. I've had some employers who encourage lots of independent work, and others who prefer to give clear, specific instructions. I thrive in both environments. I work very well independently, but also know when to ask questions.
1;I value an employer who communicates clearly with his employees. I'm a strong written and oral communicator and I appreciate employers who value those skills. In the past, I have had some employers who have been less than clear in conveying their ideas and directions
1;A few rare times in the past, I have spoken to a former supervisor about a particular error. Recently, my boss assigned our team a project. I knew the data he gave us was a couple of years old, and that there was more current data. Working with the most up-to-date information was vital to the success of the project. I went into my boss’s office and spoke to him privately about the error, merely showing him the most recent data. He thanked me and immediately updated the information. We completed the project with great success.
1;I have spoken to a boss about an error, but only when I thought the error would negatively impact the company. For example, a former boss instituted a new online storage system and was unaware that the system was not easily accessible on employee computers. During her daily “open office hours,” I privately discussed the issue with my boss and pointed out the effect these problems had on our ability to complete assigned tasks. She was so glad I brought the issue to her attention that she put me in charge of a task force that solved the error, resulting in increased productivity for all employees.
1;In my last job, I liked the fact that management did not show favoritism and they were understanding of employees’ needs, as well as their strengths. Of course, these things take time to perceive, but I would want my supervisor to try to know me in that way.
1;I would like to be able to go to my manager if I have an issue or idea and to be able to feel comfortable in expressing my thoughts. I would also expect my supervisor to be open and honest with me and to let me know if there is anything I could improve upon or do differently in my work.
1;I really appreciate managers who can give constructive criticism without making employees feel like they have failed or are being negatively judged. Everyone makes mistakes occasionally. When this happens, the best thing to do is to assess and learn from the mistake to avoid repeating it, without belittlement or censure.
1;I believe that the best supervisors convey their expectations in a timely fashion, as well as keeping their teams “in the loop” regarding new changes in the workplace. Although I feel I work very well independently, I also like to touch base regularly with my supervisor to ensure that our projects are all on track – either informally through emails or at formal weekly staff meetings.
1;I have been fortunate to have terrific managers during my career thus far. I have respected each of them and got along well with all of them.
1;No, I am a hard worker, and my managers always seem to appreciate the job I'm doing. I got along well with every manager I've had.
1;I had a rocky start with a manager earlier in my career because we had different expectations for the flow of the workday. Once we talked about it, we realized that our goals were very compatible, and we were able to work successfully together for several years.
1;I once had a manager who brought her problems to work with her on a daily basis. She was going through a difficult time in her personal life, and this tended to affect the atmosphere in the office. It didn't impact my work because I was able to sympathize with her circumstances, but the situation was challenging.
1;I have found that if I take the time to speak with my manager at the beginning of a project, we can all get off to a great start and end up on the same page.
1;I did have an experience where I thought my new supervisor was unhappy with me, so I made a point to arrive early one day so that I could talk to her in private. It turned out that she was not unhappy with me at all, and she apologized that she had come across that way.
1;Given the conservative nature of the industry, the organization was very careful about implementing changes. I understood the nature of their concerns but was somewhat frustrated by the pace of change. I continued to work in a cooperative manner and continued to suggest improvement to the system—some of which were instituted. In the end, my supervisor and others viewed me as a team player and valued my interest in enacting positive changes within the framework of the company.
1;At my previous job, I had an employee who was consistently late when competing tasks, which slowed down the entire department. I spoke to her in private and gave her a warning, including a deadline for improvement. When I saw no improvement, I spoke to Jane again and let her know that I would be reporting her to Human Resources. I also gave her another deadline for improvement. This was the employee’s final deadline. Happily, after a three-week period, she was completing her tasks in a timely fashion. Not only was the problem solved, but her increased productivity helped the department complete projects ahead of schedule.
1;A year ago, I had an employee who struggled with the customer service component of his job. He consistently received low marks from customers for his inability to listen empathetically to their concerns. I had a one-on-one conversation with the employee in which he and I looked over his customer evaluations. By looking at his negative evaluations, the employee was able to identify the problem on his own. I required him to attend a customer service re-training workshop, and I provided one-on-one feedback on his customer service calls for a week. After the conversation, retraining, and personal feedback, his customer evaluation scores improved greatly. He is now receiving regular high marks on his customer feedback forms.
1;I was the manager of an after-school program for K-12 children, and I had a new employee who struggled from her first day. Her co-teachers said that she had low energy in the classroom, and she seemed unhappy to be there. I sat down with her and our Human Resources representative. We had a conversation about how her first couple of weeks had been, and she explained that she was struggling to engage with her class of older students. After a long conversation, we realized that she was much more interested in working with our younger students. We shifted her to a position working in the after-school class for kindergarten students, and she flourished. She received top marks from her students and co-teachers.
1;You can also provide an example of a previous environment you worked in that was similar to the one for which you are applying. Be sure to explain how successful you were in that previous environment.
1;In my last position, I was part of a software implementation team. We all worked together to plan and manage the implementation schedule, to provide customer training, and to ensure a smooth transition for our customers. Our team always completed our projects ahead of schedule with very positive reviews from our clients. Our ability to communicate effectively was what made us such a good team. People expressed concerns clearly and openly, so we resolved issues as soon as they arose.
1;I was part of a team responsible for evaluating and selecting a new vendor for our office equipment and supplies. The inter-departmental team reviewed options, compared pricing and service, and chose a vendor. We once had to implement the transition to a new vendor, which was difficult because each team member suggested a different vendor. However, we held a brief meeting where each member made a pitch for his or her suggested vendor. Everyone thoughtfully listened, and we ultimately voted on a vendor. That vendor has now been working successfully with the company for years.
1;At my current position, I'm part of the team that coordinates the company's lunch-and-learn sessions. Each week, we meet to brainstorm who will be our upcoming guest speaker. We all work together to ensure a diverse mix of speakers, aiming to appeal to a wide swath of people in the company. Because everyone on the team comes from different areas within the company, we've all learned so much about big ideas, from marketing to tech.
1;"As part of a software development team with tight project schedules, there were always fires that needed to be put out. Perhaps the greatest challenge we faced together as a team was when our project lead was suddenly hospitalized, ten days before our final rollout. Even in her absence, we overcame this challenge by working overtime and making an extra effort to ensure that all team members were ""in the loop"" regarding daily project statuses. The release went off without a hitch."
1;I have had many experiences working with a team as a member of my high school athletic program. As a member of my sports team, I understand what it means to be a part of something bigger than myself. Team sports have taught me how to work with a group to accomplish a shared goal.
1;I’ve participated on sports teams since I played T-ball as a kid: I played softball and baseball in high school and on an extracurricular team in college, and I play on a local softball team here. This has really helped me in my professional life, since I know how to evaluate the individual strengths of my associates, communicate well with them, and coordinate my efforts to support theirs.
1;I prefer to work as a team member, because I believe that the best ideas are developed in partnership with others. I’m equally comfortable being a team member and a team lead – a few months ago I was selected to lead our team in a deadline-critical implementation project. Because of our great teamwork, we were able to produce our deliverables to the client well before deadline.
1;I’m a “people person” – I enjoy working with others, and I know how to communicate well, actively listen to my associates’ opinions, and mediate any conflicts that arise. As an extrovert, I’m really energized by team dynamics and excited as I witness the progress we make towards our goals.
1;I can honestly say that I’m comfortable both in working independently as well as in contributing to teams, and I was lucky enough in my previous job to be able to do some of both. Especially at the beginning of projects, I appreciate being able to strategize approaches with team members. Once we have our plan of action established, though, I enjoy working independently on my assigned tasks.  
1;Good teamwork is an essential part of working back-of-house in a restaurant. Although I am primarily a sous chef, I realize that at any point I may be called upon to cover other responsibilities – be it stepping up when the head chef is absent, expediting orders, or even washing dishes when we’re understaffed. I also know how important it is to keep up team morale. A year ago we had several new hires who weren’t getting along. I initiated a monthly team-based cooking competition, with prizes, that motivated them to work together and provided them with a fun creative outlet.  
1;While I’m happy being a strong team player, I also love being able sometimes to take the lead and coordinate everyone’s efforts. I have great organizational, scheduling, and follow-up skills, which is why my supervisor and other team members often call upon me to take the lead in important projects, such as our major new mobile technology system acquisition last year.
1;Not really. Sometimes I’ve had a new manager or team member who struggled slightly to adjust to our team dynamics and organizational culture, but I’ve found that talking to them privately and taking advantage of informal opportunities to connect them with our different team members has always eased those transitions.
1;Most people, even when they love their job, want to be noticed and appreciated for the work they do. I make it a point to recognize my team members’ contributions both privately, with informal “thank you” emails, and publicly during weekly staff meetings.
1;I’m fortunate in having both the energy and the flexibility to work overtime or on weekends when staffing issues arise. My last manager really encouraged our team members to take care of one another, and sometimes that involved covering for others during unexpected absences. I was always happy to step in to help, knowing that my associates would do the same for me.
1;"I would first talk to them privately in a non-confrontational manner, using “I” statements to suggest that there might be a problem that we should resolve together. I’d also do my best to determine the root of the issue and to see if I or other team members could improve this person’s productivity. This approach works for me about 95% of the time; in cases where it doesn’t, I ask for a private consultation with my supervisor to brainstorm other solutions."
1;Absolutely. I’ve had opportunities to work both independently and on teams in the past, and I feel like I’m effective in both settings, so long as lines of communication remain open.
1;I am excited that your company has introduced three new products this past year which have gained traction and garnered increased market share. My current company is in a more stable phase. It produces well-known and respected brands, but has not opened up new markets.
1;I'm extremely interested in the Human Resources Manager job. As you mentioned in the job listing, I'd be responsible for recruiting, orientation, and training. I was responsible for all three of these functions in my most recent position. As Human Resources Assistant Manager at XYZ Company, I recruited over 100 employees and led training for all new staff members in a department of 45 people. I'm interested in this job because it would allow me to use my previous experience while continuing to develop my expertise in new areas of responsibility.
1;I'm interested in this job as a programmer because I'm extremely interested in, and skilled at, learning and excelling at new technologies. I've mastered programs and languages ranging from Python to Java, and I look forward to mastering more programs as they're developed. I'm also interested in creative problem solving, a skill I developed when working as an analyst for the past ten years.
1;I'm interested in this job as a special education teacher because I value your school’s mission, which is to focus on the unique needs of the individual child. As a special education teacher for the past six years, I've developed strategies for achieving academic and personal success for children, and I look forward to bringing these strategies to your school. For example, I developed a system for staying in regular contact with the parents of my students so that I could problem-solve issues with them. I would like to bring this kind of communication tool to your school. 
1;Volunteerism has always been an important part of my life – an example set for me by my parents. When I was researching potential employers, I was impressed by your company’s longstanding dedication to community service. It was exciting for me to learn that your personnel can use up to 7 days of paid time to volunteer, and I also loved learning how everyone pulls together once a year to sponsor a charity golf tournament. It would be great to know I was working for an organization that actively gives back to our community!
1;I went to school with Jane Lewis, who you hired two years ago as part of your software development team. We’ve kept in touch, and she can’t speak highly enough about your company culture and the support that management provides to team members. She praises ATech’s dedication to helping its employees maintain a sane work / life balance – as do your other employees, obviously, since you won the 2018 award as a “Top 10 best software company workplace.” Jane’s enthusiasm is one reason why I’m so very excited about the possibility of being able to work for you.
1;I want this job because it emphasizes sales and marketing, two of my greatest skill sets. In my previous job, I increased sales by 15 percent in what was at the time considered a flat industry. I know I could bring my ten years of sales and marketing experience to this company, and help you continue your years of growth.
1;I understand that this is a company on the rise. As I’ve read on your website and in various press releases, you’re planning to launch several new products in the coming months. I want to be a part of this business as it grows, and I know my experience in product development would help your company as you roll out these products.
1;I have worked as a dental hygienist in a children’s dental office for the past six years. Not only am I experienced working with kids, but I also greatly enjoy it. Being able to work for your office, which caters to children and young adults, would allow me to continue to put my skills to use with a population I love. This is the kind of work environment I would look forward to coming to every day.
1;This job is a good fit for what I've been doing and enjoying throughout my career. It offers a mix of short-term projects and long-term goals. My organizational skills allow me to successfully multitask and complete both kinds of projects.
1;I want this retail job at your store because I know I would be terrific at it. I love engaging with people and providing them with assistance. I also have two years of experience working cash registers at other stores. I am a regular customer of this store, so I would love to apply my skills to a store I believe in and support.
1;I have admired this company’s successful strategies and mission for years. Your emphasis on creating a relationship between your company and the surrounding community have brought you success everywhere you have opened an office. There are values I greatly admire.
1;This company is internationally known for its healthcare products and my experience in the marketing of healthcare products has me intrigued by the opportunity this position presents.
1;Your business is known for making a commitment to bettering the community. I would love the opportunity to use my 10 years of experience in advertising to better this community along with you.
1;Not only are you a leader in the industry, with strong financials and a great business model, but I've also seen on your Facebook, Instagram and Twitter accounts that users of your product are hugely enthusiastic. In fact, I'm a product user myself and am eager to be a part of the product's development and distribution.
1;Your company's reputation is stellar. Former colleagues of mine work here, and I've seen how much they value the company's willingness to let employees pitch big ideas and have an active leadership role in new initiatives.
1;I know that your company is currently working to expand its international market. Having worked in global sales for the past five years, I am sure that I can help this company achieve its goals.
1;I understand that you’re hoping to grow the sales team by X percent. In my previous job, I added Y sellers and we achieved Z percent growth in the first quarter. I really enjoyed the challenge and I’d love to do the same for your company.
1;I'll reach out to all the colleagues in my department and intersecting departments to learn as much as possible about the roles that everyone plays within the operation. I will devour all the information you've provided on policies and procedures, and during the evening, I'll continue reading everything I can find about the company and industry to get an accurate fix on the state of the firm within the marketplace. Our professional association offers some online tutorials as well, so I will work on those during my off hours.
1;I know you mentioned you would want to teach me the company's internal database system. Like I did during my first week at my previous job, I plan to spend my first few days and evenings learning the database so that I can begin using it fluently as quickly as possible.
1;You have emphasized the importance of writing compelling press releases, and, based on my experience in the governor's office, I should be able to jump in and take on that responsibility quickly.
1;Over the course of the first week, I will compile a list of questions that can't be answered through printed resources or conversations with colleagues...and address them with my supervisor when we meet.
1;I am a list person, so I like to write down objectives for learning to stay on track. For example, you mentioned how important the online purchasing system is to this job, so I would include the goal of mastering that system during the first two weeks at the top of my list.
1;I’m very willing to travel. I have worked as a sales representative in the past, and that work required 50% travel time. I know this job requires 25% travel time, and I’m willing and able to travel when needed for this company.
1;I would define customer service as helping customers handle issues, helping them find the product they want, and doing your best to have them leave the store pleased.
1;I find great satisfaction in being able to find the perfect outfit for a customer, and have them leave the store knowing that they look their best. I'm a big fan of the clothing sold at Company XYZ, and in particular how it's designed to fit people of all sizes. 
1;In an ideal world, that wouldn't ever happen! Of course, we all get stumped sometimes. In those situations, I double-check my work, then loop in colleagues or my manager for more help. I remember once when a customer called inquiring how to delete a program, which sounds simple, but following the standard instructions did not work. I let him know this was an unusual situation and apologized for the delay in coming up with a fix. I double-checked the manual, confirmed that I was following the instructions, then reached out to a colleague who was more knowledgeable about these types of issues. Together, we were able to solve the problem, and then update the training manual to share our new insight.
1;Under the terms of my contract, I’m obligated to give three weeks’ notice. However, I can start the next day, as soon as I’ve met that requirement. I’m eager to meet the rest of the team and get to work.
1;I'm looking for a position where I can have the opportunity to use my written communication skills. As a marketing assistant at your company, I would be able to apply my years of experience as a successful grant writer and would be able to write the kinds of materials I most enjoy working on.
1;I am hoping for a job that will allow me the chance to boost sales at an already successful company, such as your own. I am looking for the opportunity to use the skills that I have developed during my years in marketing to engage your sales force and increase productivity and international sales.
1;I am excited by the opportunity to work with an innovative, successful company such as your own. I look forward to utilizing the experience I have in technology to help streamline a company’s products for even more successful implementation.
1;In my next job, I would like to be able to have a positive impact on my patients and to be able to help them lead a more functional and healthier lifestyle. Your facility offers patients a total recovery program, and I feel that my experience, education, and specialization would make this a good fit for me.
1;I look forward to working for a company whose mission I firmly believe in, such as your own. I look for jobs about which I am passionate because this allows me to be extremely productive and creative.
1;I’m eager to continue developing my clinical skills as a member of this unit. I’ve also noticed that many nurse managers at City Hospital move from staff nurse to nurse manager, and that’s something that interests me as part of my five-year plan. 
1;Within five years, I would like to be recognized as an expert in terms of product knowledge, have developed very close relationships with clients, have significantly expanded the client base in my region, and perhaps have been assigned some major national clients.
1;I plan on gaining additional skills by taking related classes and continuing my involvement with a variety of professional associations. I noticed that your company provides in-house training for employees, and I would certainly be interested in taking relevant classes.
1;I will continue my professional development by participating in conferences, attending seminars, and continuing my education.
1;Over the next five years, I want to gain a deeper understanding of the stock market and build a list of clients, and within the next decade, I want to start my own investment firm. However, first I want to gain experience as an account manager with a large company like yours.
1;Volunteerism has always been an important part of my life – an example set for me by my parents. When I was researching potential employers, I was impressed by your company’s longstanding dedication to community service. It was exciting for me to learn th
1;After graduating in the top 15% of my class, my summer internship in marketing gave me solid experience from which to look for my first full-time position. I look forward to working as a marketing assistant to develop my skills in the industry and advance internally from my role over the next several years.
0;During his time, he has gained nothing but left only scars of bad relationships with others.
0;He tends to stand alone in the corner among a crowd. It’s hard to communicate with him.
0;He works well with members of his own team, yet he has an “us” against “them” mentality when it comes to others within the company.
0;He does care about the creative side of her team and always ignores the innovate employees reporting to him.
0;He appears to be a rigid manager, but if he thought in a more flexible way, it would do him well
0; He is unwilling to work on issues outside of her skill set. He should develop his troubleshooting ability and develop his career.
0;He is unwilling to consider new or interesting ideas, even when the run-of-the-mill ideas have been exhausted
0; He seems unwilling to take risks, even when there is a compelling reason and clear upside.
0; He fails to properly attribute coworkers who contribute innovative solutions
0;He seems unwilling to take risks, even when there is a compelling reason and clear upside
0;He fails to incentivize peers to take creative and innovative risks
0;He is creative but he has a tendency to act before thinking. This causes problems when an untested or unexamined idea is moved forward too quickly
0;He has shown a tendency to be a matter-of-fact manager, but in his position, thinking in a more resourceful manner would do him well.
0;Whenever he runs into an obstacle, he has a tendency to stop and ask for help. We encourage him to develop solutions – or even recommendations – before asking for help.
0;He does not research solutions deeply enough and often just compiles ideas found on websites. This does not help for many of the problems we run into.
0;He usually voices breakthrough and helpful ideas in meetings – even though he is not one of people you think of as a creative employee.
0;He is a team member with advanced creative thinking. For example, he looked for a solution from different sides to resolve a current issue.
0;He has a creative touch in a sometimes monotonous role within our team. He adds inspiration to the day to day tasks he performs admirably.
0;When a major problem arises, we frequently turn to him for his creativity in solving problems. The way he can look at an issue from different sides is a great resource to our team.
0;Whenever we need a fresh look at a problem, we know we can turn to him for a novel perspective.
0;He doesn’t rely on typical methods to solve a problem, but addresses each situation with a innovative viewpoint
0; He is inventive but he usually acts without thinking. This will cause problems if an unchecked or untested idea is implemented as soon as it is thought of
0;He has a lot of creative ideas but he finds it difficult to bring them to fruition. He should learn how to marry creativity with practice
0;He does not want to refer to different solutions or ideas except the ones that he is using. This reduces the creativity of other member of the team.
0;He has shown a tendency to be a matter-of-fact manager, but in his position, thinking in a more resourceful manner would do him well
0; He does not research solutions deeply enough and often just compiles ideas found on websites. This does not help for many of the problems we run into
0;He can be a creative person with many interesting ideas but he cannot successfully to tap into it. He should promote and develop his potential is getting the balance of being pragmatic and creative right
0; He often applies his personal ideas to problem solving without any thought to other people’s alternatives or opinions. This stifles the team’s creativity
0; He shows a lack of communication and interaction with her team members. This prevents her from finding new ideas
0;His team feels discouraged as he often “shoots down” creative ideas without any explanation. He should be more willing to listen to ideas before he rejects them outright
0; He does not tap into the creative side of his team. He consistently overlooks the innovate employees reporting to him
0;He is a creative employee but he has a tendency to act before thinking. This causes problems when an untested or unexamined idea is moved forward too quickly.
0;He constantly searches for different and better ways to accomplish goals
0;He has a talent for thinking outside of the box, and encouraging others to do the same
0; He frequently looks for excuses for failure instead of accepting responsibility.
0;He often criticizes rivals in order to convince customers to use the services of his company
0;He strives to satisfy his customers’ needs in any situation, even if the company may suffer financially
0;He focuses on satisfying wide audience need where an individual approach to each client is needed
0;He sometimes treats his clients in an over-familiar manner. He crosses the line of the company’s corporate ethics
0;His emotional state is negatively impacted by an inability to take his mind off his work due to being available to clients at any time
0;He spends a lot of time and effort on creating good relationships with her clients, but the working environment leaves much to be desired
0;If he has any doubts about his own company, he recommends a rival company in the interests of his client
0;He sticks to the phone script rigidly and inflexibly. He needs to handle customers more creatively and flexibly
0;He can deal with the everyday customer service situations, but with complex issues, he is not flexible and does not know what action to take
0;His average time per call is too high. He needs to reduce the average time per call. He needs to deal with customers efficiently
0;He can deal with customers on the phone very well, but he does not handle face to face customer contact very well
0;He has not understood completely why customer service training is important. He is late to class frequently and sometimes does not take part at all
0;He misses opportunities to further educate customers about other products or services
0; He does not understand how to deal with a difficult customer. He passes difficult customers to his supervisor frequently
0;In most areas of customer service Harry does a good job, but when it comes to difficult situations, Harry does not understand how to calm the customer down and follow the script.
0;Teri can handle the run of the mill customer service situation, but the more complex issues seem to cause her to freeze and not react
0;He repeats his mistakes over and over again. He doesn’t know how to learn from failure
0;He fails to provide managers with the necessary information when a problem arises
0;It is his responsibility, in his role, to solve problems. He seems slow and indecisive when presented with a major issue
0;We cannot depend on him. If a task must be completed it is better assigned to someone else
0;He does not believe in his efforts. He does not demonstrate a willingness to complete the job.
0;" He tends to leave work for others to do; while most of his coworkers are willing to work late to finish the project"
0;We need people who are willing to do whatever it takes to get the job done. He is not one of those people.
0; He does not show a willingness to help his employees out even when production is behind. Since being promoted to supervisor, he has taken a hands off approach to the detriment of her team.
0;He is not reliable for his effort and does not demonstrate a willingness to do whatever it takes to get the job accomplished.
0;He has energy, drive, and performance levels that are inconsistent and unpredictable
0;He is reliable when it suits him, he constantly needs to be reminded to do tasks he does not enjoy
0;He seems to be too focused on his appearance and following the dress code instead of working skills.
0;His approach to respecting corporate ethics is too strict. The staff cannot show initiative in climate he has created
0;He is too restrained and does not encourage or compliment his personnel when he should.
0;He goes into excessive details during business communications to make sure colleagues understands his point of view. It takes too much working time
0; His own high ethical approach and his faith in other people want to work ethically is often not justified.
0;He values a mutually beneficial cooperation with his partners and maintains good relationships with them. He absolutely forgets about the necessary competitiveness, which is also important in business.
0;He has created democratic and equal relationships with his employees but he should have been more demanding
0;He meets the letter of the law but frequently fails to respect the spirit as far as our ethics policy is concerned
0;Bending the rules is effectively breaking them in our line of work. He needs to be more cautious about sticking strictly to the rules as defined
0;Integrity does not seem to rank particularly highly on his list of priorities.
0; He has cost the company customers and money because of his disingenuous behavior.
0; He has been the cause of concern from vendors because of his integrity
0;He has engaged in questionable behaviors that have led to corporate embarrassment
0;He devolves responsibility for deadlines and objectives to employees instead of accepting them as supervisor.
0;He assigns tasks to his employees without providing any information or feedback to keep them on the track.
0;He does not assign his staff effectively. His ineffective assignments mean he cannot reach assigned goals
0;He does not achieve goals or objectives because he does not focus on his performance
0;He is easily distracted. He is uninterested in focusing on achieving performance goals
0;He often assigns his members duties without giving them information or feedback. The lack of information means staff do not know what should do
0;He rarely achieves goals due to his inability to assign the right duties to the right person.
0; He fails to achieve the goals because he doesn’t delegate to his staff effectively.
0;He doesn’t always communicate the right information to his staff to ensure they are successful with their tasks.
0;He fails to achieve the goals because he doesn’t delegate to his staff effectively.
0;As a supervisor but he doesn’t accept responsibility is shared with his staff. He believes his employees are should accept all responsibility for deadlines, objectives and results.
0;His goal-setting ability is not good. He sometimes asks his staff complete unachievable goals
0;He implements plans swiftly and effectively. He adjusts plans when something is not working
0;He would benefit from reigning in goals and vision to something more achievable
0;His experience and knowledge doesn’t reflect that listed in his application
0;He must be closely supervised if he is to his work
0;He is lethargic and lacks the desire or volition to learn new skills or develop his qualifications
0;He is indecisive. He is unable to make quick decisions, take action or commit himself to a project’s completion
0;He does not seem to be an ideas person. He is not ready to generate or recognize new solutions when performing a task
0;He has poor abilities to establish priorities and courses of action for himself. He lacks the skills in planning and following up to achieve results
0;He fails to think out of the box and prefers to do things the way they have always been done
0;He is unable to perform even the simplest tasks. He cannot be let out of the sight of his supervisors
1;He has a thirst for skills and knowledge. He always challenges himself to perform tasks to the best possible standard.
